130,udp,S3,126,197,0,58,66,120,255,0,36,56,96012,sunrpc,8565,2722,2432,66324,522,1,1,728,642,0,0.47,0.99,0.57,61266,49305,49,19,348,146,0.58,0.49,0.27,613,167,0.75,0.74,0.36,0.39,0.25,0.46,0.94,0.87,normal
234,udp,RSTR,19,92,0,122,202,190,52,1,101,4,35837,tim_i,64584,11748,87462,59861,302,1,1,4,389,0,0.15,0.53,0.21,55316,23802,287,309,324,307,0.94,0.02,0.54,842,103,0.64,0.6,0.7,0.16,0.03,0.67,0.54,0.56,normal
55,udp,RSTO,37,237,1,215,97,5,191,0,154,121,60656,bgp,82429,10890,10888,45323,524,1,1,487,780,0,0.01,0.46,0.9,49910,32198,339,82,180,110,0.63,0.52,0.79,979,634,0.98,0.16,0.88,0.7,0.16,0.97,0.93,0.51,normal
77,udp,REJ,238,211,1,213,21,208,187,0,39,128,61198,IRC,93474,92789,95600,6183,457,0,1,292,163,0,0.19,0.02,0.9,7799,51140,116,214,18,271,0.05,0.17,0.84,359,516,0.62,0.45,0.44,0.49,0.52,0.56,0.39,0.09,normal
130,udp,OTH,213,231,1,92,99,218,132,0,63,72,52853,urp_i,21587,34850,91007,62379,294,1,0,940,337,0,0.89,0.44,0.27,61876,49489,168,43,195,213,0.6,0.82,0.5,725,941,0.77,0.11,0.22,0.57,0.22,0.09,0.8,0.54,normal
76,icmp,S0,173,111,0,94,74,86,100,1,75,138,76185,link,71083,74640,92389,56164,153,1,0,490,738,0,0.52,0.38,0.81,33337,30537,249,373,230,379,0.69,0.01,0.54,302,741,0.34,0.77,0.12,0.62,0.05,0.29,0.53,0.13,misc-attack
174,icmp,RSTO,176,85,1,212,41,193,99,1,80,13,25579,ntp_u,76706,69013,90639,69089,237,0,1,105,985,0,0.45,0.8,0.63,16430,41146,368,11,330,0,0.75,0.93,0.76,866,946,0.54,0.04,0.72,0.21,0.79,0.3,0.79,0.97,unknown
216,icmp,REJ,182,96,1,132,186,3,182,0,153,5,24467,remote_job,23570,81766,12874,94962,431,0,0,521,848,0,0.95,0.34,0.43,41745,1192,248,16,335,90,0.12,0.62,0.81,66,600,0.3,0.78,0.96,0.83,0.11,0.04,0.86,0.93,attempted-dos
167,udp,S2,118,137,0,150,7,139,37,0,202,34,91458,sunrpc,43760,13624,50430,93512,185,0,0,175,435,0,0.52,0.35,0.62,51226,14224,44,235,240,86,0.8,0.23,0.03,792,95,0.23,0.92,0.84,0.34,0.05,0.84,0.17,0.87,normal
92,udp,SH,194,252,1,137,43,13,236,1,167,50,94307,http_2784,3134,26960,21708,17791,621,0,0,475,755,0,0.22,0.68,0.2,30272,60696,465,50,361,156,0.98,0.58,0.08,622,359,0.29,0.29,0.33,0.35,0.29,0.02,0.86,0.35,unusual-client-port-connection
