224,udp,SF,191,132,0,220,183,37,182,1,133,106,88661,vmnet,23174,77101,83972,43548,633,0,0,380,631,0,0.02,0.14,0.02,585,21830,261,80,77,356,0.9,0.33,0.43,451,815,0.74,0.86,0.5,0.59,0.63,0.34,0.92,0.73,bad-unknown
50,icmp,S1,101,253,0,102,38,152,132,1,46,114,35771,hostnames,1339,22550,42751,90753,54,0,1,100,694,0,0.79,0.35,0.51,50704,32718,48,105,82,45,0.9,0.62,0.07,27,102,0.76,0.23,0.68,0.54,0.17,0.6,0.3,0.31,normal
221,udp,RSTR,225,250,1,127,137,129,109,1,9,126,96187,other,91913,18240,3861,63318,450,1,1,463,508,0,0.44,0.79,0.07,32647,33391,386,319,269,44,0.23,0.51,0.2,25,10,0.89,0.39,0.9,0.62,0.27,0.36,0.94,0.92,normal
214,icmp,REJ,73,9,0,4,241,164,97,0,136,124,199,ntp_u,62210,28666,4668,80867,447,1,0,995,769,0,0.86,0.86,0.09,48495,7498,495,312,379,475,0.23,0.88,0.65,269,881,0.32,0.67,0.62,0.48,0.18,0.8,0.58,0.99,normal
185,tcp,SF,30,77,1,141,16,249,87,1,15,138,46607,kshell,12215,75566,65575,82387,433,0,0,781,974,0,0.47,0.86,0.28,11425,60851,16,24,299,296,0.78,0.65,0.4,518,369,0.68,0.82,0.49,0.93,0.95,0.46,0.82,0.59,normal
3,icmp,S2,138,146,1,169,155,247,152,0,201,61,6129,http_2784,17236,40397,21668,96004,269,0,1,311,108,0,0.78,0.4,0.16,42061,29065,478,390,98,327,0.24,0.68,0.38,149,435,0.6,0.12,0,0.34,0.84,0.22,0.42,0.26,normal
81,icmp,OTH,127,111,1,0,214,249,16,0,79,150,56892,printer,70530,94610,6136,74707,409,0,1,455,339,0,0.08,0.02,0.22,20929,10699,168,214,79,343,0.01,0.06,0.7,645,776,0.14,0.13,0.1,0.23,0.26,0.26,0.39,0.4,normal
39,udp,OTH,132,222,0,111,158,150,116,1,102,143,5051,printer,49486,58522,67578,60264,580,0,0,951,706,0,0.18,0.77,0.38,46158,3140,213,397,253,297,0.82,0.98,0.97,213,22,0.8,0.03,0.25,0.62,0.72,0.91,0.94,0.73,normal
92,udp,OTH,31,106,0,233,253,66,201,0,60,2,36914,ctf,36638,44462,61433,95447,241,0,0,504,391,0,0.1,0.78,0.47,49531,16248,419,38,364,262,0.66,0.16,0.45,911,992,0.47,0.23,0.41,0.42,0.29,0.01,0.03,0.54,misc-activity
57,udp,OTH,123,172,1,184,253,117,213,0,131,102,50774,iso_tsap,76715,19746,45130,33182,481,0,1,344,501,0,0.82,0.72,0.52,50645,16950,110,103,62,39,0.12,0.9,0.3,276,361,0.47,0.39,0.82,0.81,0.07,0.76,0.29,0.9,protocol-command-decode
123,icmp,RSTOS0,199,192,0,177,11,175,167,1,87,6,57834,harvest,89309,22655,83540,21344,172,1,0,509,33,0,0.38,0.59,0.26,12970,41626,269,215,25,370,0.38,0.26,0.8,134,29,0.79,0.37,0.44,0.96,0.92,0.99,0.41,0.87,normal
167,tcp,RSTR,111,30,1,56,121,176,212,1,157,105,54194,kshell,84605,20720,70807,69589,431,0,1,264,604,0,0.26,0.71,0.02,64192,40047,422,164,148,435,0.13,0.88,0.98,862,740,0.69,0.65,0.24,0.69,0.95,0.71,0.67,0.98,normal
127,icmp,RSTR,20,204,1,135,27,205,153,0,125,15,43517,courier,41491,61137,52374,45835,0,1,1,545,760,0,0.42,0.8,0.47,25732,7959,56,394,93,434,0.43,0.49,0.32,626,3,0.75,0.19,0.44,0.87,0.86,0.62,0.63,0.78,normal
45,udp,SF,233,227,1,105,1,254,147,0,66,87,54142,ntp_u,61515,46946,10121,71170,298,1,0,69,480,0,0.54,0.75,0.47,61933,28124,85,278,393,481,0.81,0.63,0.13,837,599,0.27,0.06,0.84,0.82,0.3,0.62,0.59,0.7,denial-of-service
252,icmp,RSTO,87,152,1,17,197,166,112,1,153,82,12347,name,93990,69064,93209,25810,233,1,0,993,151,0,0.28,0.72,0.41,38038,61623,470,126,161,22,0.29,0.13,0.87,619,977,0.6,0.34,0.45,0.81,0.35,0.35,0.84,0.76,normal
108,icmp,S2,117,115,0,5,13,70,168,1,181,130,49918,harvest,62065,65067,14055,13779,394,1,1,570,563,0,0,0.06,0.44,21106,11232,491,68,379,389,0.55,0.83,0.37,783,189,0.79,0.31,0.12,0.51,0.78,0.66,0.73,0.18,misc-attack
179,icmp,S2,126,250,0,113,66,214,249,0,106,144,97885,ecr_i,70553,26549,9978,86396,252,0,1,869,85,0,0.85,0.4,0.54,40570,31929,285,95,192,168,0.01,0.38,0.98,108,589,0.99,0.87,0.41,0.13,0.21,0.68,0.13,0.68,normal
143,udp,RSTO,35,23,0,253,2,85,23,0,217,73,32611,discard,15184,59974,81643,96266,296,0,0,279,389,0,0.96,0.51,0.47,2052,19409,363,160,234,351,0.25,0.51,0.33,584,584,0.13,0.4,0.3,0.15,0.07,0.96,0.04,0.19,normal
102,udp,RSTR,179,234,1,186,140,92,97,0,7,108,60786,echo,5881,48273,70917,39359,331,1,0,580,270,0,0.35,0.66,0.23,42688,35644,314,40,344,277,0.97,0.79,0.29,231,434,0.79,0.34,0.98,0.15,0.16,0.95,0.15,0.76,normal
141,tcp,REJ,98,205,0,65,215,246,91,0,66,151,68428,ctf,50174,65331,76041,91583,56,1,1,979,935,0,0.5,0.01,0.53,60915,43768,380,186,388,49,0.78,0.62,0.75,878,91,0.01,0.68,0.38,0.51,0.15,0.43,0.55,0.59,normal
218,udp,REJ,53,212,1,89,56,186,149,0,177,53,97975,other,75052,27682,56615,12153,594,0,0,69,42,0,0.46,0.9,0.25,7399,35765,41,336,311,39,0.71,0.87,0.02,895,367,0.49,0.57,0.11,0.84,0.19,0.91,0.77,0.09,normal
149,udp,S0,12,73,0,1,176,71,63,0,130,107,11644,auth,72455,79363,24753,40144,99,0,0,285,467,0,0.85,0.86,0.02,13178,2234,471,392,261,159,0.95,0.43,0.79,851,343,0.1,0.42,0.33,0.93,0.75,0.03,0.48,0.06,normal
