189,icmp,RSTR,4,211,1,139,140,222,137,1,128,64,64854,supdup,87983,40912,51269,58980,483,1,1,600,823,0,0.89,0.73,0.94,41086,61322,189,50,365,340,0.58,0.38,0.78,909,806,0.47,0.09,0.65,0.91,0.32,0.45,0.54,0.76,icmp-event
38,tcp,S0,39,37,1,58,169,84,4,0,138,1,78606,echo,32996,47520,30602,46903,411,1,0,240,133,0,0.72,0.14,0.93,61447,56668,199,162,238,292,0.4,0.26,0.73,23,398,0.53,0.22,0.79,0.93,0.32,0.31,0.38,0.39,normal
166,tcp,REJ,50,22,0,240,249,226,86,0,166,101,38762,kshell,30113,34030,14810,98849,575,0,1,936,190,0,0.9,0.94,0.37,1396,30555,89,32,361,175,0.49,0.74,0.75,519,143,0.79,0.56,0.92,0.91,0.39,0.65,0.87,0.55,protocol-command-decode
162,icmp,REJ,64,198,1,125,144,147,37,1,103,32,67488,private,43705,65289,96774,83215,642,1,1,401,954,0,0.54,0.26,0.56,564,45970,326,72,325,180,0.48,0.08,0.04,128,16,0.92,0.12,0.62,0.21,0.57,0.43,0.04,0.75,normal
160,icmp,RSTR,49,110,0,183,236,41,95,0,192,75,56094,rje,4228,96113,60129,38209,399,0,0,631,664,0,0.03,0.15,0.86,3565,30881,71,226,187,177,0.79,0.04,0.19,713,110,0.75,0.33,0.06,0.33,0.76,0.29,0.09,0.12,normal
50,tcp,S3,63,170,1,97,50,82,219,1,30,129,61598,domain,82012,89621,83186,31744,575,0,0,625,311,0,0.17,0.72,0.13,21684,62633,2,79,325,210,0.49,0.66,0.82,174,705,0.03,0.69,0.24,0.22,0.94,0.91,0.17,0.77,normal
57,icmp,SH,6,61,0,235,4,4,109,1,38,130,19912,pm_dump,3586,36497,90684,95604,178,1,1,20,838,0,0.4,0.97,0.62,44654,56581,13,91,225,478,0.05,0.79,0.87,794,910,0.31,0.86,0.32,0.47,0.69,0.27,0.23,0.76,unknown
74,udp,S0,220,106,1,91,62,13,125,1,70,88,79382,mtp,88939,9714,74867,11018,628,1,1,77,944,0,0.32,0.49,0.78,44481,32560,288,150,308,478,0.94,0.62,0.04,507,303,0.89,0.23,0.62,0.83,0.42,0.08,0.68,0.37,normal
13,udp,RSTR,0,121,0,135,98,67,205,0,227,11,52940,ldap,76822,3075,4436,10754,161,1,1,902,180,0,0.76,0.11,0.98,22732,18530,322,109,74,338,0.27,0.07,0.07,532,549,0.85,0.98,0.29,0.82,0.79,0.33,0.34,0.61,normal
161,tcp,RSTR,1,43,0,191,142,16,8,0,194,116,49007,X11,56485,50657,60504,9556,68,0,0,584,982,0,0,0.3,0.47,3585,12260,170,208,110,80,0.67,0.84,0.82,943,643,0.89,0.61,0.75,0.75,0.95,0.35,0.76,0.91,system-call-detect
54,udp,OTH,181,121,1,204,61,201,6,1,91,1,32307,finger,1006,6946,97680,17551,139,0,0,317,205,0,0.61,0.21,0.59,5721,22790,413,7,246,422,0.26,0.19,0.13,560,799,0.65,0.22,0.43,0.52,0.62,0.53,0.14,0.75,protocol-command-decode
181,udp,RSTO,191,216,1,47,208,45,40,1,220,131,27146,netbios_dgm,24657,84227,50577,41213,496,1,1,648,657,0,0.67,0.92,0.5,18254,16018,118,260,81,252,0.58,0.8,0.34,917,185,0.72,0.04,0.27,0.59,0.83,0.15,0.34,0.92,normal
