102,tcp,S3,192,114,0,198,251,188,68,0,46,125,13053,urp_i,29943,6121,55992,50051,15,1,1,347,669,0,0.52,0.34,0.59,55451,26954,13,182,71,386,0.87,0.19,0.08,669,398,0.23,0.73,0.93,0.14,0.8,0.08,0.73,0.11,normal
135,tcp,RSTOS0,152,2,1,175,135,181,52,1,50,13,81541,uucp,71306,21117,6697,70252,485,0,1,618,638,0,0.86,0.97,0.32,62625,30135,11,345,135,41,0.39,0.47,0.9,994,967,0.75,0.5,0.42,0.67,0.7,0.98,0.38,0.14,normal
83,icmp,REJ,120,77,0,255,232,127,167,1,229,44,2176,nntp,5276,23714,20477,36910,227,0,0,373,17,0,0.87,0.76,0.24,18504,37594,73,34,322,363,0.14,0.04,0,677,61,0.34,0.76,0.63,0.59,0.22,0.04,0.71,0.69,normal
9,udp,SF,195,113,1,31,98,52,134,1,33,82,29196,ctf,95703,60028,20577,9746,692,1,1,760,535,0,0.39,0.6,0.88,60672,52998,449,150,296,321,0.64,0.62,0.65,431,233,0.62,0.04,0.54,0.19,0.47,0.66,0.48,0.72,normal
210,tcp,S0,52,73,1,45,104,254,72,0,255,153,72299,aol,27474,71876,94752,6735,24,1,0,857,917,0,0.23,0.44,0.54,24519,35985,326,151,181,333,0.84,0.57,0.51,402,253,0.96,0.01,0.5,0.13,0.79,0.17,0.36,0.66,normal
243,udp,RSTO,145,192,0,143,133,15,136,0,188,71,66387,daytime,55822,88201,54425,3707,69,0,1,640,480,0,0.41,0.51,0.78,14655,37314,159,36,224,380,0.68,0.7,0.2,388,603,0.11,0.76,0.19,0.57,0.8,0.48,0.64,0.51,normal
185,tcp,S3,242,146,0,234,147,67,115,0,176,40,71476,csnet_ns,86175,47494,94250,38162,425,0,0,68,888,0,0.02,0.28,0.35,49750,39041,105,119,276,8,0.09,0.55,0.38,224,994,0.74,0.24,0.61,0.05,0.19,0.29,0.31,0.83,normal
20,tcp,OTH,132,194,1,86,70,241,214,1,209,81,18857,ecr_i,82995,56695,5061,42825,109,0,0,988,466,0,0.45,0.2,0.68,59484,53669,455,214,26,7,0.99,0.93,0.76,306,268,0.41,0.25,0.3,0.68,0.22,0.23,0.32,0.44,normal
65,icmp,SH,135,105,1,171,205,164,82,1,206,42,18179,http_443,74844,53827,83991,77861,616,1,1,817,262,0,0.95,0.34,0.82,34421,64061,305,293,225,363,0.02,0.47,0.58,220,880,0.04,0.1,0.98,0.9,0.79,0.29,0.37,0.14,misc-activity
82,udp,S1,239,126,1,208,203,235,186,0,143,75,79709,tftp_u,96230,6887,96461,5486,607,0,0,39,979,0,0.41,0.42,0.52,6135,31913,367,20,303,249,0.1,0.58,0.48,597,493,0.14,0.64,0.42,0.4,0.82,0.8,0.94,0.91,normal
206,udp,S1,11,61,1,186,71,211,32,1,85,70,96139,Z39_50,27029,4787,27577,66145,441,1,1,777,194,0,0.96,0.62,0.67,48111,63363,284,105,75,149,0.58,0.88,0.01,177,774,0.5,0.1,0.18,0.04,0.41,0.42,0.7,0.8,normal
54,udp,RSTO,73,79,0,152,218,124,194,1,154,28,94650,exec,95678,28329,59098,57981,407,0,0,148,378,0,0.12,0.12,0.5,60023,28499,221,119,361,321,0.39,0.43,0.48,385,950,0.54,0.61,0.76,0.27,0.17,0.72,0.44,0.17,normal
154,tcp,RSTR,108,186,0,203,85,123,225,0,134,107,89852,finger,98878,16709,35490,96083,132,1,1,191,611,0,0.31,0.73,0.44,62143,40212,437,206,94,427,0.08,0.65,0.35,639,934,0.49,0.7,0.2,0.44,0.48,0.95,0.39,0.78,normal
