44,icmp,RSTOS0,176,4,0,241,22,244,54,0,199,56,29251,http_8001,55103,72008,27597,15785,473,0,1,277,770,0,0.54,0.03,0.43,30345,4879,488,316,49,231,0.83,0.64,0.2,572,333,0.42,0.33,0.51,0.57,0.66,0.01,0.47,0.5,normal
49,udp,REJ,158,236,0,157,124,135,251,1,51,66,25482,name,4392,87897,87538,74040,522,1,0,294,254,0,0.85,0.1,0.32,62083,22160,108,173,300,84,0.63,0.09,0.83,780,555,0.11,0.81,0.28,0.09,0.74,0.18,0.88,0.33,normal
244,udp,S2,168,174,0,129,136,10,93,1,93,111,30348,ecr_i,63005,23029,66131,23596,43,1,0,568,473,0,0.58,0.09,0.39,34176,17967,392,224,279,283,0.5,0.87,0.23,464,78,0.76,0.3,0.66,0.37,0.9,0.65,0.07,0.77,non-standard-protocol
182,tcp,S2,238,105,1,163,208,141,116,0,200,135,80244,netbios_ns,34241,78859,29821,96788,52,0,0,920,815,0,0.26,0.67,0.83,42404,9724,89,117,314,172,0.26,0.83,0.59,538,929,0.8,0.56,0.8,0.81,0.81,0.29,0.83,0.71,normal
130,tcp,S3,186,247,0,8,36,152,91,1,185,133,10232,domain,85256,40832,44133,48873,291,1,0,40,602,0,0.54,0.6,0.09,40699,22096,120,239,127,234,0.01,0.42,0.11,810,239,0.3,0.6,0.69,0.51,0.18,0.27,0.92,0.45,normal
5,icmp,SH,197,46,1,174,210,116,167,1,196,9,29344,other,12565,48430,61530,38131,357,1,1,88,239,0,0.01,0.33,0.22,30043,28123,245,107,204,417,0.25,0.83,0,673,782,0.71,0.8,0.32,0.27,0.49,0.93,0.07,0.39,normal
225,icmp,SF,92,101,0,61,18,24,20,1,103,79,57764,ssh,61561,97540,66637,98798,502,0,0,193,124,0,0.91,0.87,0.52,34281,3447,43,115,209,207,0.05,0.47,0.99,848,62,0.13,0.63,0,0.61,0.82,0.47,0.99,0.14,normal
21,udp,RSTOS0,243,9,0,108,5,112,108,1,84,23,30925,discard,42582,92234,81842,80896,275,1,0,139,719,0,0.64,0.46,0.15,37951,64267,239,0,97,98,0.62,0.8,0.14,989,17,0.36,0.46,0.71,0.46,0.15,0.46,0.87,0.84,normal
112,icmp,S3,102,76,1,65,67,223,95,1,65,56,25988,Z39_50,29952,71683,77484,27497,30,0,0,570,993,0,0.24,0.85,0.78,58017,42061,62,168,336,146,0.78,0.8,0.11,788,147,0.11,0.1,0.93,0.39,0.1,0.88,0.54,0.09,normal
237,tcp,S3,173,45,0,134,185,150,168,0,65,43,37552,harvest,17539,18899,45268,27524,567,1,0,930,799,0,0.58,0.55,0.75,47081,18606,39,77,56,487,0.54,0.02,0.07,210,761,0.82,0.6,0.88,0.76,0.3,0.89,0.9,0.77,normal
141,tcp,S3,76,184,1,168,247,85,124,1,187,141,23339,http,79457,73376,30375,14652,148,0,0,593,596,0,0.86,0.38,0.77,47386,55326,432,100,30,238,0.37,0.41,0.68,535,345,0.62,0.34,0.73,0.02,0.71,0.43,0.21,0.48,normal
148,icmp,SH,154,255,0,251,220,196,127,0,181,111,18212,name,75249,48613,33985,61835,296,0,0,910,794,0,0.81,0.89,0.62,30818,30745,366,224,128,440,0.79,0.67,0.95,278,774,0.95,0.41,0.15,0.46,0.82,0.28,0.5,0.97,policy-violationn
165,icmp,RSTOS0,4,198,1,78,174,57,117,1,118,94,28158,netbios_ssn,66495,28318,70882,42271,433,1,1,322,142,0,0.55,0.22,0.15,47573,5914,27,372,371,185,0.9,0.55,0.24,535,308,0.5,0.53,0.28,0.03,0.41,0.04,0.18,0.5,successful-user
165,udp,S1,101,163,0,234,36,253,204,1,253,24,24888,pop_3,75355,33221,44768,29977,271,1,1,58,212,0,0.25,0.58,0.45,4387,8129,280,4,200,486,0.43,0.69,0.58,630,217,0.75,0.8,0.24,0.37,0.64,0.77,0.97,0.33,policy-violationn
81,udp,S3,43,187,1,247,99,7,38,0,152,13,36844,telnet,45005,35652,13539,74947,486,1,1,723,538,0,0.35,0.62,0.24,21178,27983,208,132,91,52,0.41,0.45,0.43,330,170,0.08,0.16,0.18,0,0.01,0.77,0.65,0.8,normal
210,icmp,SF,250,116,0,27,137,114,210,0,183,7,90463,supdup,11254,66399,20220,81984,295,1,0,613,871,0,0.28,0.2,0.83,55215,984,204,49,148,364,0.81,0.75,0.84,842,192,0.87,0.26,0.77,0.54,0.25,0.56,0.94,0.73,normal
227,udp,S0,67,171,1,27,76,21,180,0,250,71,16917,courier,76455,5991,74635,43340,16,1,0,949,101,0,0.01,0.27,0.28,63339,14003,358,158,236,345,0.69,0.42,0.2,913,609,0.39,0.4,0.51,0.99,0.45,0.36,0.65,0.59,not-suspicious
78,udp,S2,72,158,0,223,180,44,88,1,182,111,11494,time,11550,91543,45590,37680,297,1,0,932,342,0,0.39,0.67,0.02,63005,27744,209,86,83,37,0.31,0.19,0.4,133,299,0.05,0.27,0.44,0.74,0.25,0.24,0.56,0.13,normal
77,udp,REJ,96,34,0,131,177,119,217,1,52,134,31264,netbios_ssn,17362,5871,56083,13571,113,0,1,862,213,0,0.06,0.13,0.75,17324,41847,60,169,374,81,0.35,0.25,0.3,336,862,0.21,0.45,0.56,0.62,0.33,0.2,0.16,0.17,normal
