105,tcp,S3,31,95,1,226,144,212,15,1,12,141,66677,http,58151,76843,67056,50509,628,0,1,627,308,0,0.81,0.86,0.46,23776,34211,338,81,380,271,0.32,0.58,0.86,894,411,0.18,0.47,0.18,0.08,0.39,0.08,0.85,0.35,normal
194,tcp,RSTR,227,116,0,3,169,143,241,1,200,102,16337,private,37106,68289,83081,82401,211,0,1,706,284,0,0.57,0.35,0.9,58616,21657,136,332,198,36,0.66,0.31,0.2,108,703,0.37,0.9,0.76,0.72,0.17,0.68,0.51,0.5,suspicious-login
120,udp,OTH,219,197,0,118,103,122,240,0,4,131,18847,sunrpc,10061,88668,57071,10561,536,1,1,331,463,0,0.1,0.71,0.6,7356,48669,227,101,220,392,0.76,0.15,0.7,517,135,0.26,0.07,0.58,0.03,0.68,0.92,0.39,0.97,web-application-activity
106,udp,OTH,146,158,1,138,42,103,35,0,21,40,79795,rje,36457,61309,55649,87063,278,0,0,695,480,0,0.8,0.37,0.73,25549,57994,24,343,106,386,0.74,0.48,0.53,565,865,0.46,0.83,0.72,0.96,0.1,0.21,0.32,0.31,normal
207,icmp,S3,146,36,1,184,95,171,76,1,120,84,94423,csnet_ns,96279,37773,18145,54243,385,1,0,314,769,0,0.29,0.33,0.92,620,51656,326,158,124,381,0.58,0.22,0.7,832,297,0.62,0.56,0.42,0.08,0.85,0.95,0.91,0.69,normal
24,icmp,RSTR,168,112,0,35,114,157,244,0,151,66,78934,courier,3836,4213,44064,2082,341,0,1,271,957,0,0.96,0.52,0.68,23771,43752,78,101,3,268,0.65,0.93,0.05,889,352,0.25,0.7,0.1,0.85,0.73,0.37,0.6,0.4,normal
61,udp,REJ,139,53,1,173,105,10,101,1,83,32,21075,remote_job,13421,34090,15463,1505,61,0,1,803,317,0,0.23,0.42,0.15,25672,55939,26,81,165,294,0.86,0.22,0.68,110,416,0.29,0.2,0.9,0.97,0.85,0.92,0.45,0.53,normal
27,tcp,RSTR,169,137,1,11,195,182,3,1,144,72,71605,tim_i,48210,83088,42395,19065,634,1,1,518,933,0,0.9,0.31,0.8,23865,33683,6,61,142,193,0.04,0.89,0.17,433,820,0.27,0.86,0.94,0.05,0.17,0.78,0.35,0.22,tcp-connection
109,icmp,S2,167,237,0,222,179,158,209,0,156,150,7306,time,40799,42725,90774,49801,3,1,1,731,333,0,0.66,0.99,0.99,45656,3150,417,229,88,483,0.49,0.82,0.49,783,516,0.6,0.19,0.43,0.66,0.64,0.24,0.92,0.65,normal
176,icmp,S3,47,33,1,44,146,126,179,0,36,78,65780,urh_i,34688,80842,70083,81643,290,0,1,205,126,0,0.66,0.27,0.59,59502,36444,495,199,185,406,0.14,0.78,0.25,645,394,0.09,0.95,0.42,0.04,0.63,0.5,0.22,0.28,normal
2,tcp,RSTOS0,134,178,0,191,121,137,7,1,194,109,89071,mtp,28641,24846,94212,3878,108,0,0,106,926,0,0.54,0.05,0.09,59267,19452,482,56,357,409,0.99,0.02,0.39,188,891,0.52,0.83,0.13,0.71,0.84,0.34,0.81,0.53,normal
203,icmp,RSTO,209,121,1,94,135,245,114,0,62,106,38326,systat,56154,87797,22512,89680,698,0,1,566,659,0,0.99,0.83,0.41,22860,28558,218,385,294,331,0.23,0.21,0.44,431,670,0.66,0.83,0.46,0.89,0.86,0.11,0.39,0.25,normal
7,udp,RSTR,176,176,1,73,202,128,43,1,72,134,88125,harvest,7550,53557,33005,18469,262,1,1,939,431,0,0.08,0.54,0.36,48986,23568,177,384,29,403,0.88,0.2,0.7,933,272,0.42,0.39,0.52,0.62,0.75,0.25,0.54,0.98,normal
88,tcp,S1,219,58,1,8,27,205,56,0,251,148,18099,uucp,33290,81766,30301,8003,108,1,0,134,32,0,0.39,0.75,0.16,65411,15060,406,14,72,328,0.21,0.96,0.79,688,525,0.03,0.01,0.88,0.35,0.47,0.64,0.46,0.38,normal
201,tcp,RSTO,138,161,1,47,163,82,240,0,246,41,11946,http_2784,76442,97402,58125,36128,508,0,0,248,696,0,0.7,0.4,0.29,30159,4126,144,39,342,13,0.55,0.32,0.82,592,708,0.86,0.06,0.1,0.73,0.06,0.34,0.01,0.26,normal
246,udp,RSTR,195,207,0,222,107,10,97,0,213,30,65449,shell,72843,12949,32320,67887,543,1,0,16,557,0,0.78,0.22,0.16,21808,12486,461,366,335,7,0.75,0.29,0.81,232,925,0.63,0.4,0.3,0.77,0.06,0.39,0.53,0.27,normal
216,icmp,S3,110,120,0,148,9,160,26,1,126,82,79913,pop_3,27185,10286,57006,97215,299,1,1,96,937,0,0.23,0.96,0.39,38396,36466,384,161,109,110,0.74,0.51,0.09,202,193,0.84,0.3,0.52,0.82,0.38,0.93,0.59,0.51,normal
153,icmp,S1,215,67,1,114,15,228,3,0,180,63,74267,ssh,80026,14818,36586,13108,72,0,1,856,817,0,0.38,0,0.44,3440,15417,226,387,40,380,0.92,0.81,0.01,719,817,0.43,0.56,0.36,0.71,0.88,0.86,0.16,0.08,string-detect
113,icmp,S1,210,130,0,208,134,158,90,0,44,10,78357,ftp_data,40340,12281,73784,7854,643,0,0,17,306,0,0.39,0.64,0.17,49645,38254,417,366,48,412,0.89,0.53,0.54,597,768,0.53,0.94,0.11,0.6,0.15,0.23,0.67,0.53,default-login-attempt
89,udp,RSTOS0,252,245,0,152,155,131,230,1,167,70,82207,smtp,5563,61156,31687,9932,220,0,1,740,920,0,0.72,0.71,0.72,7291,2013,152,68,385,481,0.13,0.68,0.32,470,608,0.37,0.63,0.94,0.92,0.35,0.74,0.29,0.76,normal
238,icmp,S1,195,191,1,172,124,231,119,1,157,139,60196,netstat,38801,5498,19957,51534,322,1,0,778,7,0,0.42,0.82,0.7,51570,18895,258,243,174,130,0.42,0.57,0.97,688,359,0.08,0.15,0.97,0.58,0.95,0.25,0.03,0.29,normal
48,tcp,SF,118,42,1,236,187,22,74,0,57,35,16959,uucp_path,34589,32801,51282,38509,222,1,1,168,170,0,0.08,0.45,0.22,58566,35809,175,391,362,168,0.61,0.23,0.88,400,913,0.93,0.47,0.02,0.51,0.54,0.22,0.32,0,misc-activity
114,icmp,RSTO,242,159,0,88,105,127,223,0,61,102,39220,http_443,88401,89212,35620,85074,96,0,1,353,459,0,0.42,0.42,0.48,52041,3555,306,318,63,204,0.74,0.8,0.22,424,598,0.66,0.95,0.22,0.24,0.71,0.74,0.26,0.14,unsuccessful-user
101,icmp,SF,253,232,0,159,155,70,46,1,192,55,64885,efs,31670,29925,13253,87724,171,1,1,609,491,0,0.37,0.68,0.64,65188,26108,51,312,296,352,0.99,0.8,0.04,914,929,0.19,0.67,0.37,0.88,0.81,0.39,0.49,0.27,normal
239,udp,S0,228,56,1,138,204,82,60,0,55,9,53623,domain_u,52785,94997,79344,95770,31,0,0,672,457,0,0.51,0.54,0.53,12351,14248,475,137,72,398,0.14,0.62,0.06,694,9,0.06,0.6,0.71,0.37,0.81,0.16,0.25,0.2,normal
219,tcp,S1,88,254,0,36,250,213,173,1,128,99,7423,domain_u,77869,27659,69208,71802,103,1,1,769,887,0,0.33,0.26,0.37,42995,27381,96,280,329,42,0.92,0.26,0.97,686,123,0.17,0.75,0.94,0.86,0.98,0.12,0.48,0.54,normal
14,tcp,S0,145,97,1,180,244,55,197,1,23,2,32842,printer,70960,96983,17868,32540,677,1,0,766,491,0,0.07,0.17,0.23,29789,6079,9,384,181,25,0.36,0.35,0.08,201,52,0.11,0.04,0.64,0.33,0.85,0.75,0.36,0.13,normal
17,icmp,S0,110,197,0,212,164,72,83,1,132,73,42361,vmnet,56533,18196,67085,50233,257,0,0,538,449,0,0.25,0.56,0.71,56052,20907,169,384,167,130,0.84,0.54,0.53,406,21,0,0.29,0.72,0.41,0.17,0.53,0.78,0.55,normal
68,icmp,S2,250,88,1,196,75,103,188,1,97,137,34810,tim_i,69417,57136,83852,78987,265,0,1,709,29,0,0.57,0.99,0.26,45366,45264,30,165,204,268,0.17,0.27,0.23,905,49,0.91,0.56,0.85,0.25,0.06,0.2,0.64,0.41,shellcode-detect
95,icmp,S0,254,101,0,55,203,27,101,0,163,42,67241,vmnet,43093,90334,31360,99016,123,1,0,665,578,0,0.81,0.93,0.19,39662,5749,493,264,59,338,0.83,0.29,0.86,29,142,0.41,0.3,0.27,0.94,0.85,0.2,0.9,0.07,normal
104,udp,RSTOS0,37,222,1,148,9,75,235,0,64,94,20812,netstat,93352,26523,16969,24595,209,0,1,1000,945,0,0.03,0.04,0.47,61855,59071,480,92,119,150,0.76,0.52,0.37,960,610,0.43,0.51,0.56,0.95,0.62,0.42,0.44,0.38,normal
13,icmp,SF,155,165,1,129,157,202,84,0,247,56,33848,ctf,71840,4783,62780,53902,300,0,0,364,695,0,0.48,0.14,0.14,4171,35187,484,110,209,96,0.65,0.44,0.32,167,965,0.97,0.13,0.63,0.22,0.19,0.59,0.39,0.51,normal
73,tcp,S3,150,85,0,55,191,181,130,0,185,76,21550,ftp_data,6458,29737,82269,22069,649,1,1,865,474,0,0.36,0.42,0.32,64646,32681,372,118,119,479,0.88,0.36,0.67,366,660,0.81,0.22,0.95,0.55,0.44,0.24,0.98,0.08,normal
38,icmp,RSTO,231,121,0,246,191,220,183,0,196,90,93996,harvest,22980,28829,42462,45488,152,1,1,680,815,0,0.87,0.29,0.72,20351,22440,226,302,353,4,0.32,0.51,0.26,515,161,0.5,0.44,0.7,0.65,0.03,0.94,0.17,0.83,inappropriate-content
135,icmp,S2,221,209,1,112,93,173,57,1,174,16,68559,uucp,3407,65119,77807,88975,244,1,0,531,661,0,0.35,0.02,0.83,21663,177,359,21,133,182,0.67,0.96,0.57,523,848,0.9,0.59,0.68,0.49,0.74,0.15,0.34,0.26,normal
49,icmp,OTH,0,218,0,65,233,173,153,1,208,15,19439,ctf,80000,6432,26502,34946,287,1,1,382,807,0,0.73,0.15,0.58,16071,1263,22,64,61,275,0.26,0.76,0.89,950,219,0.8,0.02,0.1,0.34,0.79,0.54,0.81,0.64,denial-of-service
93,udp,S1,44,98,1,255,251,244,5,0,122,9,29461,systat,73699,15442,4220,49149,180,0,1,283,531,0,0.14,0.05,0.49,38913,10454,202,231,230,377,0.41,0.02,0.39,877,715,0.57,0.85,0.27,0.01,0.3,0.78,0.84,0.9,normal
177,icmp,S1,177,55,1,77,8,197,184,0,62,120,69195,http_2784,72285,9138,86876,66981,415,0,1,904,988,0,0.37,0.02,0.43,64609,53737,376,178,280,232,0.15,0.35,0.23,590,651,0.33,0.28,0.21,0.79,0.05,0.32,0.53,0.06,default-login-attempt
165,tcp,REJ,164,120,1,169,129,22,159,1,180,2,61486,nnsp,45994,48086,85442,33369,457,0,1,675,704,0,0.04,0.08,0.48,64853,10782,63,78,337,61,0.81,0.29,0.07,345,825,0.04,0.54,0.07,0.25,0.08,0.71,0.27,0.18,normal
189,tcp,SH,185,100,1,90,224,191,52,0,8,23,66819,http_2784,20124,75962,55068,42833,602,0,1,680,883,0,0.37,0.23,0.44,34882,51773,392,221,331,38,0.87,0.97,0.78,83,348,0.42,0.86,0.22,0.89,0.87,0.16,0.45,0.75,normal
77,icmp,S0,238,4,1,166,196,73,22,0,32,154,87564,sql_net,40052,12319,20927,67659,537,0,0,714,587,0,0.89,0.15,0.22,59497,4764,443,168,198,302,0.1,0.51,0.47,4,291,0.68,0.6,0.75,0.81,0.17,0.18,0.03,0.77,normal
38,icmp,REJ,81,253,1,44,25,246,67,0,42,42,47861,urp_i,16306,53003,53648,74887,79,1,0,299,693,0,0.03,0.67,0.64,9,32863,365,30,291,46,0.68,0.11,0.51,364,518,0.89,0.37,0.82,0,0.05,0.08,0.2,0.96,normal
236,udp,S3,175,29,1,42,105,162,167,0,54,56,45658,Z39_50,5164,41672,86366,47858,286,1,1,866,123,0,0.42,0.43,0.59,34764,58337,2,4,155,267,0.82,0.73,0.01,382,760,0.64,0.69,0.59,0.63,0.55,0.8,0.65,0.11,normal
154,udp,REJ,78,237,0,155,186,110,196,1,53,55,16718,link,50225,57957,58853,58297,386,0,0,268,509,0,0.57,0.26,0.63,49833,53278,114,291,228,163,0.57,0.99,0.79,345,164,0.55,0.09,0.88,0.31,0.3,0.53,0.8,0.84,normal
73,icmp,OTH,249,137,1,185,57,110,25,1,64,154,23158,domain,98293,23229,27797,5901,344,1,1,858,216,0,0.69,0.46,0.05,32583,40546,338,212,38,441,0.76,0.41,0.62,142,534,0.42,0.54,0.96,0.34,0.5,0.53,0.51,0.79,normal
181,icmp,S2,240,187,0,4,37,148,105,1,82,134,77896,ssh,54782,90354,85396,69416,516,1,0,557,727,0,0.2,0.88,0.35,26851,50812,302,273,353,405,0.2,0.89,0.05,177,297,0.58,0.56,0.76,0.98,0.61,0.65,0.18,0.82,normal
4,tcp,REJ,98,81,0,7,217,252,225,0,127,79,32155,telnet,80497,25110,30009,95459,281,1,1,547,204,0,0.57,0.23,0.16,14108,33165,234,271,97,64,0.95,0.68,0.13,767,392,0.11,0.69,0.67,0.51,0.89,0.44,0.31,0.57,normal
121,tcp,RSTO,230,4,1,134,48,237,180,1,195,50,5920,kshell,40019,47868,54709,28937,346,0,1,999,513,0,0.26,0.93,0.53,40640,46708,115,20,146,111,0.15,0.77,0.21,101,702,0.33,0.9,0.94,0.74,0.01,0.2,0.52,0.27,normal
44,icmp,SH,108,66,0,17,116,227,97,0,247,92,55445,time,33925,36746,31173,11516,33,0,0,721,385,0,0.7,0.53,0.72,59830,47846,170,385,310,172,0.33,0.04,0.9,737,825,0.48,0.02,0.72,0.22,0.59,0.21,0.63,0.58,normal
48,tcp,S1,0,151,1,206,103,220,88,0,173,3,69859,echo,37617,59522,97556,80604,271,1,0,765,936,0,0.84,0.29,0.03,18659,61518,480,337,377,262,0.26,0.4,0.24,304,270,0.37,0,0.62,0.63,0.31,0.34,0.43,0.66,normal
